question_id,question_subcategory,question_keyword,question_description,question_type,train_phase
benefit_search-pharmacy-1,pharmacy,PROPRANOLOL HYDROCHLORIDE 120 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover pROPRANOLOL HYDROCHLORIDE 120 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,PROPRANOLOL HYDROCHLORIDE 160 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover pROPRANOLOL HYDROCHLORIDE 160 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,PROPRANOLOL HYDROCHLORIDE 20 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover pROPRANOLOL HYDROCHLORIDE 20 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,PROPRANOLOL HYDROCHLORIDE 4 MG/ML,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover pROPRANOLOL HYDROCHLORIDE 4 MG/ML and what's the cost?
benefit_search-pharmacy-1,pharmacy,PROPRANOLOL HYDROCHLORIDE 40 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover pROPRANOLOL HYDROCHLORIDE 40 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,PROPRANOLOL HYDROCHLORIDE 60 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover pROPRANOLOL HYDROCHLORIDE 60 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,PROPRANOLOL HYDROCHLORIDE 8 MG/ML,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover pROPRANOLOL HYDROCHLORIDE 8 MG/ML and what's the cost?
benefit_search-pharmacy-1,pharmacy,PROPRANOLOL HYDROCHLORIDE 80 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover pROPRANOLOL HYDROCHLORIDE 80 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,PROPYLTHIOURACIL 50 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover pROPYLTHIOURACIL 50 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,PROTRIPTYLINE HYDROCHLORIDE 10 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover pROTRIPTYLINE HYDROCHLORIDE 10 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,PROTRIPTYLINE HYDROCHLORIDE 5 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover pROTRIPTYLINE HYDROCHLORIDE 5 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,PRUCALOPRIDE 1 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover pRUCALOPRIDE 1 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,PRUCALOPRIDE 2 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover pRUCALOPRIDE 2 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,PYRAZINAMIDE 500 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover pYRAZINAMIDE 500 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,PYRIDOSTIGMINE BROMIDE 12 MG/ML,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover pYRIDOSTIGMINE BROMIDE 12 MG/ML and what's the cost?
benefit_search-pharmacy-1,pharmacy,PYRIDOSTIGMINE BROMIDE 180 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover pYRIDOSTIGMINE BROMIDE 180 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,PYRIDOSTIGMINE BROMIDE 30 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover pYRIDOSTIGMINE BROMIDE 30 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,PYRIDOSTIGMINE BROMIDE 60 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover pYRIDOSTIGMINE BROMIDE 60 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,PYRIMETHAMINE 25 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover pYRIMETHAMINE 25 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,QUETIAPINE 100 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover qUETIAPINE 100 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,QUETIAPINE 150 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover qUETIAPINE 150 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,QUETIAPINE 200 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover qUETIAPINE 200 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,QUETIAPINE 25 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover qUETIAPINE 25 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,QUETIAPINE 300 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover qUETIAPINE 300 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,QUETIAPINE 400 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover qUETIAPINE 400 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,QUETIAPINE 50 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover qUETIAPINE 50 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,QUINAPRIL 10 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover qUINAPRIL 10 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,QUINAPRIL 20 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover qUINAPRIL 20 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,QUINAPRIL 40 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover qUINAPRIL 40 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,QUINAPRIL 5 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover qUINAPRIL 5 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,QUINIDINE GLUCONATE 324 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover qUINIDINE GLUCONATE 324 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,QUINIDINE SULFATE 200 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover qUINIDINE SULFATE 200 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,QUINIDINE SULFATE 300 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover qUINIDINE SULFATE 300 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,QUININE SULFATE 324 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover qUININE SULFATE 324 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,RABEPRAZOLE SODIUM 20 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover rABEPRAZOLE SODIUM 20 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,RABIES VIRUS VACCINE FLURY-LEP STRAIN 2.5 UNT/ML,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover rABIES VIRUS VACCINE FLURY-LEP STRAIN 2.5 UNT/ML and what's the cost?
benefit_search-pharmacy-1,pharmacy,"RABIES VIRUS VACCINE WISTAR STRAIN PM-1503-3M (HUMAN), INACTIVATED 2.5 UNT/ML",Which plan(s) cover [my drug(s)] and what's the cost?,0,"Which plan(s) cover rABIES VIRUS VACCINE WISTAR STRAIN PM-1503-3M (HUMAN), INACTIVATED 2.5 UNT/ML and what's the cost?"
benefit_search-pharmacy-1,pharmacy,RALOXIFENE HYDROCHLORIDE 60 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover rALOXIFENE HYDROCHLORIDE 60 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,RALTEGRAVIR 100 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover rALTEGRAVIR 100 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,RALTEGRAVIR 25 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover rALTEGRAVIR 25 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,RALTEGRAVIR 400 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover rALTEGRAVIR 400 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,RALTEGRAVIR 600 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover rALTEGRAVIR 600 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,RAMELTEON 8 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover rAMELTEON 8 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,RAMIPRIL 1.25 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover rAMIPRIL 1.25 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,RAMIPRIL 10 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover rAMIPRIL 10 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,RAMIPRIL 2.5 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover rAMIPRIL 2.5 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,RAMIPRIL 5 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover rAMIPRIL 5 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,RANOLAZINE 1000 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover rANOLAZINE 1000 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,RANOLAZINE 500 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover rANOLAZINE 500 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,RASAGILINE 0.5 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover rASAGILINE 0.5 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,RASAGILINE 1 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover rASAGILINE 1 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,REGORAFENIB 40 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover rEGORAFENIB 40 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,"REGULAR INSULIN, HUMAN 100 UNT/ML",Which plan(s) cover [my drug(s)] and what's the cost?,0,"Which plan(s) cover rEGULAR INSULIN, HUMAN 100 UNT/ML and what's the cost?"
benefit_search-pharmacy-1,pharmacy,"REGULAR INSULIN, HUMAN 12 UNT",Which plan(s) cover [my drug(s)] and what's the cost?,0,"Which plan(s) cover rEGULAR INSULIN, HUMAN 12 UNT and what's the cost?"
benefit_search-pharmacy-1,pharmacy,"REGULAR INSULIN, HUMAN 12 UNT / REGULAR INSULIN, HUMAN 4 UNT / REGULAR INSULIN, HUMAN 8 UNT",Which plan(s) cover [my drug(s)] and what's the cost?,0,"Which plan(s) cover rEGULAR INSULIN, HUMAN 12 UNT / REGULAR INSULIN, HUMAN 4 UNT / REGULAR INSULIN, HUMAN 8 UNT and what's the cost?"
benefit_search-pharmacy-1,pharmacy,"REGULAR INSULIN, HUMAN 12 UNT / REGULAR INSULIN, HUMAN 8 UNT",Which plan(s) cover [my drug(s)] and what's the cost?,0,"Which plan(s) cover rEGULAR INSULIN, HUMAN 12 UNT / REGULAR INSULIN, HUMAN 8 UNT and what's the cost?"
benefit_search-pharmacy-1,pharmacy,"REGULAR INSULIN, HUMAN 4 UNT",Which plan(s) cover [my drug(s)] and what's the cost?,0,"Which plan(s) cover rEGULAR INSULIN, HUMAN 4 UNT and what's the cost?"
benefit_search-pharmacy-1,pharmacy,"REGULAR INSULIN, HUMAN 4 UNT / REGULAR INSULIN, HUMAN 8 UNT",Which plan(s) cover [my drug(s)] and what's the cost?,0,"Which plan(s) cover rEGULAR INSULIN, HUMAN 4 UNT / REGULAR INSULIN, HUMAN 8 UNT and what's the cost?"
benefit_search-pharmacy-1,pharmacy,"REGULAR INSULIN, HUMAN 500 UNT/ML",Which plan(s) cover [my drug(s)] and what's the cost?,0,"Which plan(s) cover rEGULAR INSULIN, HUMAN 500 UNT/ML and what's the cost?"
benefit_search-pharmacy-1,pharmacy,"REGULAR INSULIN, HUMAN 8 UNT",Which plan(s) cover [my drug(s)] and what's the cost?,0,"Which plan(s) cover rEGULAR INSULIN, HUMAN 8 UNT and what's the cost?"
benefit_search-pharmacy-1,pharmacy,REPAGLINIDE 0.5 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover rEPAGLINIDE 0.5 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,REPAGLINIDE 1 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover rEPAGLINIDE 1 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,REPAGLINIDE 2 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover rEPAGLINIDE 2 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,RETAPAMULIN 0.01 MG/MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover rETAPAMULIN 0.01 MG/MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,REVEFENACIN 0.0583 MG/ML,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover rEVEFENACIN 0.0583 MG/ML and what's the cost?
benefit_search-pharmacy-1,pharmacy,RIBAVIRIN 200 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover rIBAVIRIN 200 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,RIBOCICLIB 200 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover rIBOCICLIB 200 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,RIFABUTIN 150 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover rIFABUTIN 150 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,RIFAMPIN 150 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover rIFAMPIN 150 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,RIFAMPIN 300 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover rIFAMPIN 300 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,RIFAMPIN 600 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover rIFAMPIN 600 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,RIFAMYCIN SV 194 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover rIFAMYCIN SV 194 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,RIFAPENTINE 150 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover rIFAPENTINE 150 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,RIFAXIMIN 200 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover rIFAXIMIN 200 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,RIFAXIMIN 550 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover rIFAXIMIN 550 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,RILONACEPT 220 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover rILONACEPT 220 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,RILPIVIRINE 25 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover rILPIVIRINE 25 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,RILUZOLE 5 MG/ML,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover rILUZOLE 5 MG/ML and what's the cost?
benefit_search-pharmacy-1,pharmacy,RILUZOLE 50 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover rILUZOLE 50 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,RIMANTADINE HYDROCHLORIDE 100 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover rIMANTADINE HYDROCHLORIDE 100 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,RIMEGEPANT 75 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover rIMEGEPANT 75 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,RIOCIGUAT 0.5 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover rIOCIGUAT 0.5 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,RIOCIGUAT 1 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover rIOCIGUAT 1 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,RIOCIGUAT 1.5 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover rIOCIGUAT 1.5 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,RIOCIGUAT 2 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover rIOCIGUAT 2 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,RIOCIGUAT 2.5 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover rIOCIGUAT 2.5 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,RIPRETINIB 50 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover rIPRETINIB 50 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,RISANKIZUMAB-RZAA 90.4 MG/ML,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover rISANKIZUMAB-RZAA 90.4 MG/ML and what's the cost?
benefit_search-pharmacy-1,pharmacy,RISDIPLAM 0.75 MG/ML,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover rISDIPLAM 0.75 MG/ML and what's the cost?
benefit_search-pharmacy-1,pharmacy,RISEDRONATE SODIUM 150 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover rISEDRONATE SODIUM 150 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,RISEDRONATE SODIUM 30 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover rISEDRONATE SODIUM 30 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,RISEDRONATE SODIUM 35 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover rISEDRONATE SODIUM 35 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,RISEDRONATE SODIUM 5 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover rISEDRONATE SODIUM 5 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,RISPERIDONE 0.25 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover rISPERIDONE 0.25 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,RISPERIDONE 0.5 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover rISPERIDONE 0.5 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,RISPERIDONE 1 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover rISPERIDONE 1 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,RISPERIDONE 1 MG/ML,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover rISPERIDONE 1 MG/ML and what's the cost?
benefit_search-pharmacy-1,pharmacy,RISPERIDONE 12.5 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover rISPERIDONE 12.5 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,RISPERIDONE 150 MG/ML,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover rISPERIDONE 150 MG/ML and what's the cost?
benefit_search-pharmacy-1,pharmacy,RISPERIDONE 2 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover rISPERIDONE 2 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,RISPERIDONE 25 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover rISPERIDONE 25 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,RISPERIDONE 3 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover rISPERIDONE 3 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,RISPERIDONE 37.5 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover rISPERIDONE 37.5 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,RISPERIDONE 4 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover rISPERIDONE 4 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,RISPERIDONE 50 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover rISPERIDONE 50 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,RITONAVIR 100 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover rITONAVIR 100 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,RITONAVIR 80 MG/ML,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover rITONAVIR 80 MG/ML and what's the cost?
benefit_search-pharmacy-1,pharmacy,RIVAROXABAN 10 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover rIVAROXABAN 10 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,RIVAROXABAN 15 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover rIVAROXABAN 15 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,RIVAROXABAN 15 MG / RIVAROXABAN 20 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover rIVAROXABAN 15 MG / RIVAROXABAN 20 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,RIVAROXABAN 2.5 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover rIVAROXABAN 2.5 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,RIVAROXABAN 20 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover rIVAROXABAN 20 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,RIVASTIGMINE 0.192 MG/HR,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover rIVASTIGMINE 0.192 MG/HR and what's the cost?
benefit_search-pharmacy-1,pharmacy,RIVASTIGMINE 0.396 MG/HR,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover rIVASTIGMINE 0.396 MG/HR and what's the cost?
benefit_search-pharmacy-1,pharmacy,RIVASTIGMINE 0.554 MG/HR,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover rIVASTIGMINE 0.554 MG/HR and what's the cost?
benefit_search-pharmacy-1,pharmacy,RIVASTIGMINE 1.5 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover rIVASTIGMINE 1.5 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,RIVASTIGMINE 3 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover rIVASTIGMINE 3 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,RIVASTIGMINE 4.5 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover rIVASTIGMINE 4.5 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,RIVASTIGMINE 6 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover rIVASTIGMINE 6 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,RIZATRIPTAN 10 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover rIZATRIPTAN 10 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,RIZATRIPTAN 5 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover rIZATRIPTAN 5 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,ROFLUMILAST 0.25 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover rOFLUMILAST 0.25 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,ROFLUMILAST 0.5 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover rOFLUMILAST 0.5 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,ROLAPITANT 90 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover rOLAPITANT 90 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,ROMOSOZUMAB-AQQG 89.7 MG/ML,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover rOMOSOZUMAB-AQQG 89.7 MG/ML and what's the cost?
benefit_search-pharmacy-1,pharmacy,ROPINIROLE 0.25 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover rOPINIROLE 0.25 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,ROPINIROLE 0.5 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover rOPINIROLE 0.5 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,ROPINIROLE 1 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover rOPINIROLE 1 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,ROPINIROLE 12 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover rOPINIROLE 12 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,ROPINIROLE 2 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover rOPINIROLE 2 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,ROPINIROLE 3 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover rOPINIROLE 3 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,ROPINIROLE 4 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover rOPINIROLE 4 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,ROPINIROLE 5 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover rOPINIROLE 5 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,ROPINIROLE 6 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover rOPINIROLE 6 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,ROPINIROLE 8 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover rOPINIROLE 8 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,ROSIGLITAZONE 2 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover rOSIGLITAZONE 2 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,ROSIGLITAZONE 4 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover rOSIGLITAZONE 4 MG and what's the cost?
benefit_search-pharmacy-1,pharmacy,ROSUVASTATIN 10 MG,Which plan(s) cover [my drug(s)] and what's the cost?,0,Which plan(s) cover rOSUVASTATIN 10 MG and what's the cost?
